web-scraper-order,web-scraper-start-url,liens,liens-href,marque_model,annee,kilometrage,boite de vitesse,carburant,prix,reference,adresse de vente,proprietaire
"1720704904-1909","https://dakar-auto.com/senegal/voitures-4?&page=5","8","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/bmw/x3/annonce-139196","Bmw X3 2022 Dakar","Année: 2022","44000 km","Automatique","Essence","32 800 000 F CFA","Ref.: 139196","Djily Mbaye","ROSE MARIE PIERRE DIOMPY"
"1720704907-1910","https://dakar-auto.com/senegal/voitures-4?&page=5","8","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/hyundai/xg/annonce-139194","Hyundai Xg 2020 Dakar","Année: 2020","1 km","Automatique","Essence","27 000 000 F CFA","Ref.: 139194","Grand-Dakar","ROSE MARIE PIERRE DIOMPY"
"1720704910-1911","https://dakar-auto.com/senegal/voitures-4?&page=5","5","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/ford/eco-sport/annonce-139190","Ford eco-sport 2018 Dakar","Année: 2018","49300 km","Automatique","Essence","8 000 000 F CFA","Ref.: 139190","Nord Foire","Ahmed DIAKHATE"
"1720704913-1912","https://dakar-auto.com/senegal/voitures-4?&page=5","6","https://dakar-auto.com/senegal/voitures/occasion/pick-ups/mitsubishi/l200/annonce-139189","Mitsubishi L200 2009 Dakar","Année: 2009","150000 km","Manuelle","Diesel","9 500 000 F CFA","Ref.: 139189","Saly Portudal","Fred ROBBA"
"1720704916-1913","https://dakar-auto.com/senegal/voitures-4?&page=5","9","https://dakar-auto.com/senegal/voitures/occasion/citadines/chevrolet/spark/annonce-139188","Chevrolet Spark 2016 Dakar","Année: 2016","69000 km","Automatique","Essence","5 250 000 F CFA","Ref.: 139188","Mamelles","Mohamed Sidibe"
"1720704919-1914","https://dakar-auto.com/senegal/voitures-4?&page=5","9","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/hyundai/hyundai-h1/annonce-139187","Hyundai HYUNDAI-H1 2016 Dakar","Année: 2016","1 km","Automatique","Essence","14 500 000 F CFA","Ref.: 139187","Médina","ROSE MARIE PIERRE DIOMPY"
"1720704923-1915","https://dakar-auto.com/senegal/voitures-4?&page=5","6","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/daewoo/daewoo/annonce-139185","Daewoo daewoo 2006 Dakar","Année: 2006","190000 km","Automatique","Diesel","3 500 000 F CFA","Ref.: 139185","Sébikotane","Birahime Mane"
"1720704929-1916","https://dakar-auto.com/senegal/voitures-4?&page=5","6","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/hyundai/galloper/annonce-139184","Hyundai Galloper 2000 Dakar","Année: 2000","140000 km","Manuelle","Diesel","4 700 000 F CFA","Ref.: 139184","Mbour","Marion Collobert"
"1720704932-1917","https://dakar-auto.com/senegal/voitures-4?&page=5","9","https://dakar-auto.com/senegal/voitures/occasion/coupes-and-cabriolets/ford/focus/annonce-139138","Ford Focus 2016 Dakar","Année: 2016","198000 km","Automatique","Essence","3 800 000 F CFA","Ref.: 139138","Plateau","Rassoul Automobiles"
"1720704934-1918","https://dakar-auto.com/senegal/voitures-4?&page=5","","https://dakar-auto.com/senegal/voitures/occasion/citadines/renault/megane-z/annonce-139182","Renault Megane-Z 2003 Dakar","Manuelle","Année: 2003","Diesel","","NC","Ref.: 139182","Hann Maristes","Dave Dave"
"1720704940-1919","https://dakar-auto.com/senegal/voitures-4?&page=4","5","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/ford/focus-se/annonce-139181","Ford Focus-SE 2014 Dakar","Année: 2014","137000 km","Automatique","Essence","3 800 000 F CFA","Ref.: 139181","Hann Bel-Air","Sophie NDIAYE"
"1720704945-1920","https://dakar-auto.com/senegal/voitures-4?&page=4","6","https://dakar-auto.com/senegal/voitures/neuf/4x4s-and-suv/jeep/grand-cherokee/annonce-139135","Jeep grand-cherokee 2019 Dakar","Année: 2019","40000 km","Automatique","Essence","20 000 000 F CFA","Ref.: 139135","VDN","SBV sn"
"1720704948-1921","https://dakar-auto.com/senegal/voitures-4?&page=4","9","https://dakar-auto.com/senegal/voitures/occasion/citadines/hyundai/tucson/annonce-139180","Hyundai Tucson 2015 Dakar","Année: 2015","153000 km","Automatique","Diesel","9 500 000 F CFA","Ref.: 139180","VDN","Mouhamadou Lamine Gueye"
"1720704954-1922","https://dakar-auto.com/senegal/voitures-4?&page=4","7","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/ford/escape-se/annonce-139166","Ford ESCAPE-SE 2010 Dakar","Année: 2010","1 km","Automatique","Essence","3 500 000 F CFA","Ref.: 139166","Almadies","Mamadou djiby Dia"
"1720704958-1923","https://dakar-auto.com/senegal/voitures-4?&page=4","9","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/lexus/nx300/annonce-139159","Lexus Nx300 2017 Dakar","Année: 2017","150000 km","Automatique","Hybrides","16 500 000 F CFA","Ref.: 139159","Fann","Mamadou DIALLO"
"1720704961-1924","https://dakar-auto.com/senegal/voitures-4?&page=4","1","https://dakar-auto.com/senegal/voitures/occasion/citadines/skoda/octavia/annonce-139164","Skoda Octavia 2008 Dakar","Année: 2008","200000 km","Manuelle","Diesel","1 900 000 F CFA","Ref.: 139164","Keur Massar","ALIOUNE ALIOUNE"
"1720704964-1925","https://dakar-auto.com/senegal/voitures-4?&page=4","5","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/toyota/rav-04/annonce-139163","Toyota RAV-04 2017 Dakar","Année: 2017","94000 km","Automatique","Essence","12 500 000 F CFA","Ref.: 139163","Mermoz Sacré-Coeur","Mamy Sy"
"1720704967-1926","https://dakar-auto.com/senegal/voitures-4?&page=4","10","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/mercedes/e270-cdi/annonce-139161","Mercedes E270-CDI 2006 Dakar","Année: 2006","1 km","Manuelle","Diesel","3 100 000 F CFA","Ref.: 139161","Rufisque","Mamadouba ."
"1720704974-1927","https://dakar-auto.com/senegal/voitures-4?&page=4","8","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/kia/seltos/annonce-139158","Kia Seltos 2020 Dakar","Année: 2020","90000 km","Automatique","Diesel","14 500 000 F CFA","Ref.: 139158","Yoff","Coura Diouf"
"1720704977-1928","https://dakar-auto.com/senegal/voitures-4?&page=4","1","https://dakar-auto.com/senegal/voitures/occasion/citadines/peugeot/307/annonce-139156","Peugeot 307 2008 Dakar","Année: 2008","100 km","Manuelle","Diesel","2 700 000 F CFA","Ref.: 139156","Thiaroye","GABYAUTO GAYE"
"1720704991-1929","https://dakar-auto.com/senegal/voitures-4?&page=4","7","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/hyundai/santa-fe/annonce-139154","Hyundai Santa Fe 2014 Dakar","Année: 2014","1 km","Automatique","Essence","7 500 000 F CFA","Ref.: 139154","Ouakam","Abdoul Kader Dème"
"1720704993-1930","https://dakar-auto.com/senegal/voitures-4?&page=4","6","https://dakar-auto.com/senegal/voitures/occasion/coupes-and-cabriolets/peugeot/208/annonce-139119","Peugeot 208 2014 Dakar","Année: 2014","113000 km","Automatique","Essence","5 000 000 F CFA","Ref.: 139119","Sicap Dieuppeul","Coumba Thiam"
"1720704996-1931","https://dakar-auto.com/senegal/voitures-4?&page=4","1","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/ford/fusion/annonce-139153","Ford Fusion 2016 Dakar","Année: 2016","109000 km","Automatique","Essence","6 200 000 F CFA","Ref.: 139153","Pikine Ouest","Azeez Kane"
"1720704999-1932","https://dakar-auto.com/senegal/voitures-4?&page=4","8","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/chevrolet/tahoe/annonce-139152","Chevrolet Tahoe 2014 Dakar","Année: 2014","147000 km","Automatique","Essence","11 500 000 F CFA","Ref.: 139152","Plateau","L'homme Fort"
"1720705002-1933","https://dakar-auto.com/senegal/voitures-4?&page=4","6","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/hyundai/elantra/annonce-139151","Hyundai Elantra 2016 Dakar","Année: 2016","1980000 km","Automatique","Essence","6 500 000 F CFA","Ref.: 139151","Malika","Fallou MBAYE"
"1720705005-1934","https://dakar-auto.com/senegal/voitures-4?&page=4","10","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/peugeot/peugeot-5008/annonce-139150","Peugeot peugeot-5008 2016 Dakar","Année: 2016","250000 km","Automatique","Diesel","6 500 000 F CFA","Ref.: 139150","Dieuppeul Derklé","Khadim Bousso"
